o_zone_id,d_zone_id,volume
1,2,27.934592949275924
1,3,26.13837086260629
1,4,37.059577140416685
1,5,23.537569623075143
1,6,44.46135315282004
1,7,42.25044077173004
1,8,60.326488596868984
1,9,28.75678888316512
1,10,54.529134144683525
1,11,377.22441241759014
1,12,234.48122618906729
1,13,272.5771610728132
1,14,135.25839610649123
1,15,105.12617056220043
1,16,66.64970254142742
1,17,105.49903870489727
1,18,30.163587514776648
1,19,38.171635698954105
1,20,36.57907690665919
1,21,74.37077502986922
1,22,28.069211374416142
1,23,26.523711398614335
1,24,37.13283210999829
1,25,23.500712235233543
1,26,22.34293124497044
1,27,21.253460830150765
1,28,80.45354431025778
1,29,9.705647623166184
1,30,9.247731586901056
1,31,29.78565796073722
1,32,28.146954649356434
1,33,78.10715536967454
1,34,24.91707367407192
1,35,23.363549501756573
1,36,33.514181175174585
1,37,63.304135699844366
1,38,50.29092410945428
1,39,19.316718113672444
1,40,54.632581649554986
1,41,0.842762283626146
1,42,0.5932231029967678
1,43,0.4252190898444002
1,44,24.694551445489438
1,45,0.025870044145260278
1,46,55.49000167252217
1,47,21.282061546265457
1,48,20.28185687286022
1,49,19.286577943224213
1,50,27.507716274229526
1,51,129.61464035361976
1,52,27.640342802969535
1,53,26.16265271761832
1,54,24.977365313949228
1,55,0.0712923380625536
1,56,22.440461202335253
1,57,31.83563894895517
1,58,0.33437746045361594
1,59,0.32748013489374184
1,60,0.0865226162510136
1,61,199.87527509961535
1,62,123.4422464756334
1,63,39.112138325272376
1,64,24.647705292367604
1,65,0.043954087672390244
1,66,22.138834160865713
1,67,10.824867529216112
1,68,20.381914035018127
1,69,28.830759275609026
1,70,9.277496162532893
1,71,0.13776687400639442
1,72,54.46335508937914
1,73,0.2755154746773031
1,74,0.18646591085757838
1,75,0.005851086153136027
1,76,11.103735102153829
1,77,0.4095190543751605
1,78,10.331407856782405
1,79,19.243591085026054
1,80,27.402212978004428
1,81,28.164897426093013
1,82,27.281868551002464
1,83,64.38288003055895
1,84,13.089798852540923
1,85,0.14254780515843968
1,86,11.076299949688222
1,87,0.45044393008495714
1,88,30.50953820479307
1,89,19.146789378660618
1,90,0.11409935887819618
1,91,55.79922399108295
1,92,40.56161359627337
1,93,25.719625705875828
1,94,24.414779495095168
1,95,23.20329502054717
1,96,44.134473695166996
1,97,10.697833492754736
1,98,20.262713156623025
1,99,19.078443771318028
1,100,45.49749098187822
2,3,13.599819148764908
2,4,19.17150920247355
2,5,12.14770984428379
2,6,22.916848510050396
2,7,21.75949873827276
2,8,31.05138675980224
2,9,14.79565668888198
2,10,28.04695190169419
2,11,168.7461302642007
2,12,125.73530608271047
2,13,141.7998295520841
2,14,69.96827801234016
2,15,54.25439541104438
2,16,34.35306123292697
2,17,54.33290376169616
2,18,15.525789290514238
2,19,19.639614487657315
2,20,18.814320038906285
2,21,33.848689807031114
2,22,14.79358319127368
2,23,13.791731930911789
2,24,19.206075177970778
2,25,12.127716640081056
2,26,11.515755287372635
2,27,10.94546948143998
2,28,41.410369316330865
2,29,4.993576475110642
2,30,4.756496218824968
2,31,13.706608556399965
2,32,14.672051707647089
2,33,40.58353834758001
2,34,12.885001409242722
2,35,12.05573217487025
2,36,17.272533408367384
2,37,32.60023396542309
2,38,25.88464811470949
2,39,9.938302192660382
2,40,28.099413694906165
2,41,0.3910037991392455
2,42,0.30670717963903754
2,43,0.220717781757618
2,44,12.766152792214205
2,45,0.013347250058779514
2,46,28.596146538263625
2,47,10.959225011025522
2,48,10.43865657985094
2,49,9.922529229264198
2,50,14.147871723194129
2,51,60.5250863064592
2,52,14.198529345514697
2,53,13.56377112574402
2,54,12.907534677533299
2,55,0.03677569181735102
2,56,11.563258538294312
2,57,16.39271588008599
2,58,0.17208922842964056
2,59,0.16847568282287198
2,60,0.04449945785153223
2,61,93.82664963083327
2,62,63.077940283594344
2,63,20.249389538295443
2,64,12.731494362655525
2,65,0.022668596738210298
2,66,11.406420878758237
2,67,5.573459811741839
2,68,10.48907135577563
2,69,14.831672240961536
2,70,4.7713560853131884
2,71,0.0649546038178334
2,72,27.708920292005654
2,73,0.14242764170584646
2,74,0.09626743776472305
2,75,0.0030168507912144748
2,76,5.7200607123025184
2,77,0.21083134537069917
