node_id,zone_id,ctrl_type,node_type,activity_type,x_coord,y_coord,production,attraction
1179,,0,,poi,-77.04012139,38.90204971,0.548313596,13.10469494
1180,,0,,poi,-77.04822525,38.89675229,1.962368505,46.90060727
1181,,0,,poi,-77.04299906,38.90072847,0.506011428,12.09367313
1182,,0,,poi,-77.04689953,38.90297619,0.177173965,4.234457768
1183,,0,,poi,-77.03631174,38.9044308,0.167486446,4.002926055
1184,,0,,poi,-77.04252102,38.90312626,1.086724394,25.97271302
1185,,0,,poi,-77.0193865,38.90310755,5.332871769,127.4556353
1186,,0,,poi,-77.01926165,38.90400892,0.498046134,11.90330261
1187,,0,,poi,-77.04677193,38.90288127,0.045961897,1.098489348
1188,,0,,poi,-77.04102009,38.90180235,0.542501084,12.96577591
1189,,0,,poi,-77.04530055,38.89790048,0.114312728,2.73207421
1190,,0,,poi,-77.04786539,38.89698337,0.178788552,4.273046387
1191,,0,,poi,-77.05086288,38.89981862,1.058522949,25.29869847
1192,,0,,poi,-77.04761928,38.8988276,0.306233251,7.318974696
1193,,0,,poi,-77.01864657,38.89645546,0.936567844,22.38397147
1194,,0,,poi,-77.04716765,38.89676213,0.828067627,19.79081629
1195,,0,,poi,-77.05067269,38.89715623,0.498261412,11.90844776
1196,,0,,poi,-77.04644504,38.8970381,0.190844131,4.56117474
1197,,0,,poi,-77.04933095,38.89696601,0.234007412,5.592777149
1198,,0,,poi,-77.04796631,38.90412701,0.699438898,16.71658966
1199,,0,,poi,-77.01958388,38.90230845,0.694810416,16.60596895
1200,,0,,poi,-77.04432458,38.90197362,0.347889584,8.314561061
1201,,0,,poi,-77.04407767,38.90176955,0.420653618,10.05362148
1202,,0,,poi,-77.04612461,38.90305303,0.508487127,12.15284234
1203,,0,,poi,-77.04813297,38.90320942,1.0091166,24.11788674
1204,,0,,poi,-77.05070114,38.89885106,0.079975854,1.911422917
1205,,0,,poi,-77.0458965,38.89777708,0.482546103,11.53285187
1206,,0,,poi,-77.05096075,38.89889286,1.05593961,25.23695668
1207,,0,,poi,-77.04695504,38.90210246,0.206344162,4.931625481
1208,,0,,poi,-77.03535808,38.90341473,1.700590204,40.64410588
1209,,0,,poi,-77.02429365,38.90435994,0.517528812,0.517528812
1210,,0,,poi,-77.05088812,38.89811985,0.598042862,14.2932244
1211,,0,,poi,-77.02565951,38.9044515,1.211801033,28.96204468
1212,,0,,poi,-77.03949893,38.9040816,0.165226025,3.948901989
1213,,0,,poi,-77.04636502,38.89790064,0.088802261,2.122374033
1214,,0,,poi,-77.04973936,38.89932969,0.896741375,21.43211887
1215,,0,,poi,-77.04390945,38.900906,0.311292289,7.439885702
1216,,0,,poi,-77.04526052,38.90294733,0.644327677,15.39943147
1217,,0,,poi,-77.04688926,38.90031608,0.236375472,5.64937379
1218,,0,,poi,-77.04746434,38.90314417,1.108898049,26.50266338
1219,,0,,poi,-77.01924439,38.89700668,0.560261536,13.39025072
1220,,0,,poi,-77.01864205,38.89693195,0.996522825,23.81689551
1221,,0,,poi,-77.04037803,38.89285795,32.79806555,32.79806555
1222,,0,,poi,-77.04253829,38.8980176,60.70538694,60.70538694
1223,,0,,poi,-77.04019714,38.89486126,13.80202411,13.80202411
1224,,0,,poi,-77.04061491,38.89393908,8.809830106,543.5665175
1225,,0,,poi,-77.03995837,38.89861274,21.65865613,21.65865613
1226,,0,,poi,-77.04132088,38.89758502,9.03877848,9.03877848
1227,,0,,poi,-77.04112436,38.89668809,42.02833399,2.060212451
1228,,0,,poi,-77.04040506,38.89793494,58.46240329,58.46240329
1229,,0,,poi,-77.04073802,38.89707693,10.49201402,10.49201402
1230,,0,,poi,-77.04127893,38.89706492,19.71028071,19.71028071
1231,,0,,poi,-77.04256828,38.89893462,293.6493785,14.39457738
1232,,0,,poi,-77.0409961,38.89570191,41.90975875,2.054399939
1233,,0,,poi,-77.04006955,38.89701837,64.08113223,3.141231972
1234,,0,,poi,-77.04120911,38.8979435,38.6778516,38.6778516
1235,,0,,poi,-77.04144672,38.89634275,3.118143384,3.118143384
1236,,0,,poi,-77.04029065,38.89414297,0.872684036,0.872684036
1237,,0,,poi,-77.0407776,38.89513537,17.44153902,0.854977403
1238,,0,,poi,-77.04148255,38.89337095,2.438563901,2.438563901
1239,,0,,poi,-77.04197059,38.89757198,0.405691783,1.947320558
1240,,0,,poi,-77.04000013,38.89761207,22.43973929,22.43973929
1241,,0,,poi,-77.04151509,38.89657778,0.305748875,0.305748875
1242,,0,,poi,-77.0413986,38.89487023,16.0685269,16.0685269
1243,,0,,poi,-77.04044319,38.89669651,48.63780553,2.384206154
1244,,0,,poi,-77.04229766,38.89751642,0.250045639,0.250045639
1245,,0,,poi,-77.04148537,38.89285283,3.779155122,3.779155122
1246,,0,,poi,-77.04089322,38.89879589,25.8648694,25.8648694
1247,,0,,poi,-77.04130853,38.89883719,83.36937078,4.086733862
1248,,0,,poi,-77.04045064,38.89869334,25.0379858,25.0379858
1249,,0,,poi,-77.048605,38.89760512,0.981614809,0.981614809
1250,,0,,poi,-77.0469804,38.89623223,1.406197255,1.406197255
1251,,0,,poi,-77.04619129,38.89805639,0.44933944,0.44933944
1252,,0,,poi,-77.04511119,38.89805347,3.167657372,3.167657372
1253,,0,,poi,-77.04433598,38.89712921,3.532823032,3.532823032
1254,,0,,poi,-77.04954492,38.89636364,23.77290341,23.77290341
1255,,0,,poi,-77.04517284,38.89763013,0.73765078,0.73765078
1256,,0,,poi,-77.0477246,38.89756757,2.520261981,2.520261981
1257,,0,,poi,-77.04525695,38.90010129,6.55441414,6.55441414
1258,,0,,poi,-77.04518227,38.89915765,8.620385283,8.620385283
1259,,0,,poi,-77.04907526,38.89706122,0.074270982,0.074270982
1260,,0,,poi,-77.04641058,38.89755377,0.881348984,0.881348984
1261,,0,,poi,-77.04859669,38.897875,0.861543388,0.861543388
1262,,0,,poi,-77.04468588,38.89757511,3.056250899,3.056250899
1263,,0,,poi,-77.0458377,38.89809264,1.980559514,1.980559514
1264,,0,,poi,-77.04920478,38.89896649,25.46839152,2.1767856
1265,,0,,poi,-77.04859692,38.89755892,0.908581677,0.908581677
1266,,0,,poi,-77.04634908,38.89755337,0.930862971,0.930862971
1267,,0,,poi,-77.04826302,38.8971521,0.762515413,0.762515413
1268,,0,,poi,-77.04860454,38.89769768,1.01751245,1.01751245
1269,,0,,poi,-77.04859511,38.90055322,0.94831127,0.081052245
1270,,0,,poi,-77.0480774,38.89806705,29.62843838,1.45237443
1271,,0,,poi,-77.04613704,38.89856776,9.589621595,9.589621595
1272,,0,,poi,-77.04753802,38.89927195,0.818218649,0.818218649
1273,,0,,poi,-77.04448709,38.89691886,1.775076464,1.775076464
1274,,0,,poi,-77.04859227,38.89750794,1.183384309,1.183384309
1275,,0,,poi,-77.04637646,38.89910911,12.18910596,12.18910596
1276,,0,,poi,-77.04696432,38.90017174,5.968911234,5.968911234
1277,,0,,poi,-77.04984216,38.89980787,6.409585726,6.409585726
1278,,0,,poi,-77.04519908,38.89812701,1.486657485,1.486657485
1279,,0,,poi,-77.04691641,38.89801758,6.424439922,6.424439922
1280,,0,,poi,-77.04858324,38.8971644,0.873921885,0.873921885
1281,,0,,poi,-77.04860555,38.89801508,0.075993207,0.364767396
1282,,0,,poi,-77.04534391,38.89970488,0.105217224,0.105217224
1283,,0,,poi,-77.04642584,38.89770137,1.060837189,1.060837189
1284,,0,,poi,-77.04865169,38.89813774,1.219281951,1.219281951
1285,,0,,poi,-77.04838648,38.897161,0.974187711,0.974187711
1286,,0,,poi,-77.04690763,38.89751074,1.411148653,1.411148653
1287,,0,,poi,-77.04938342,38.89712427,1.443332746,1.443332746
1288,,0,,poi,-77.04859671,38.89796853,1.104161929,1.104161929
1289,,0,,poi,-77.04640785,38.89851152,2.650236199,2.650236199
1290,,0,,poi,-77.04543277,38.8985664,9.672557525,9.672557525
1291,,0,,poi,-77.04832315,38.89715386,1.069502137,1.069502137
1292,,0,,poi,-77.0498317,38.9004143,10.47097058,10.47097058
1293,,0,,poi,-77.04642817,38.89775196,0.93581437,0.93581437
1294,,0,,poi,-77.04411685,38.89469878,83.8816468,83.8816468
1295,,0,,poi,-77.04815007,38.89715209,0.08525017,0.08525017
1296,,0,,poi,-77.04587713,38.89978323,2.031311351,2.031311351
1297,,0,,poi,-77.04516158,38.89869762,1.159865165,1.159865165
1298,,0,,poi,-77.04851434,38.89716249,1.011323202,1.011323202
1299,,0,,poi,-77.04858184,38.89814261,0.882586833,0.882586833
1300,,0,,poi,-77.04801929,38.89642143,2.864922392,109.1535431
1301,,0,,poi,-77.04688487,38.89760384,0.821932198,0.821932198
1302,,0,,poi,-77.048212,38.90095414,9.496782868,9.496782868
1303,,0,,poi,-77.04931109,38.89715686,1.095496981,1.095496981
1304,,0,,poi,-77.04907509,38.89710682,0.771180361,0.771180361
1305,,0,,poi,-77.04909562,38.89689247,0.475226644,2.281087892
1306,,0,,poi,-77.04860352,38.89780507,1.448284144,1.448284144
1307,,0,,poi,-77.04860497,38.89791874,0.984090508,0.984090508
1308,,0,,poi,-77.04524073,38.89938386,47.81656223,0.585987282
1309,,0,,poi,-77.04907553,38.89719995,1.128918923,1.128918923
1310,,0,,poi,-77.04744877,38.89939254,1.692140534,1.692140534
1311,,0,,poi,-77.04749458,38.89697618,11.27433503,11.27433503
1312,,0,,poi,-77.04815352,38.89877956,4.624606464,4.624606464
1313,,0,,poi,-77.04642654,38.89779908,0.991517606,0.991517606
1314,,0,,poi,-77.04696538,38.8961733,2.396477011,2.396477011
1315,,0,,poi,-77.047496,38.89638171,11.24586449,11.24586449
1316,,0,,poi,-77.04845153,38.89716252,0.929625122,0.929625122
1317,,0,,poi,-77.04620995,38.8998324,18.66677342,18.66677342
1318,,0,,poi,-77.04452444,38.89812255,2.19965891,2.19965891
1319,,0,,poi,-77.04637128,38.89938513,4.529292038,4.529292038
1320,,0,,poi,-77.04852356,38.89814235,0.944479318,0.944479318
1321,,0,,poi,-77.04521231,38.89997651,1.966943167,1.966943167
1322,,0,,poi,-77.04547114,38.89763609,0.927526159,4.452125564
1323,,0,,poi,-77.04528291,38.89811093,1.641388697,1.641388697
1324,,0,,poi,-77.04697498,38.8967608,10.92649927,10.92649927
1325,,0,,poi,-77.04563088,38.89991151,5.258385509,5.258385509
1326,,0,,poi,-77.04820351,38.89853498,1.777552163,1.777552163
1327,,0,,poi,-77.04514904,38.89855641,5.25095841,5.25095841
1328,,0,,poi,-77.04543223,38.89809949,1.626534501,1.626534501
1329,,0,,poi,-77.04914521,38.89937862,6.997564331,6.997564331
1330,,0,,poi,-77.04787508,38.89684016,9.77282335,9.77282335
1331,,0,,poi,-77.0452307,38.89887851,10.82870914,10.82870914
1332,,0,,poi,-77.0498688,38.89784913,1.335155446,6.408746141
1333,,0,,poi,-77.04838008,38.89920472,244.0541877,2.990860144
1334,,0,,poi,-77.04580223,38.89644254,6.836590051,260.474081
1335,,0,,poi,-77.04624479,38.89720064,9.209601738,9.209601738
1336,,0,,poi,-77.04821031,38.89715236,0.829359296,0.829359296
1337,,0,,poi,-77.04710026,38.89929519,1.787670239,110.2992538
1338,,0,,poi,-77.04924588,38.89715273,1.012561051,1.012561051
1339,,0,,poi,-77.04402848,38.89786083,67.99879735,67.99879735
1340,,0,,poi,-77.04578838,38.90036387,69.2354092,69.2354092
1341,,0,,poi,-77.04647512,38.89755503,1.18214646,1.18214646
1342,,0,,poi,-77.04940166,38.90045793,6.267233011,6.267233011
1343,,0,,poi,-77.04532386,38.89717527,1.10157859,5.287577234
1344,,0,,poi,-77.04774713,38.89804407,6.098885452,6.098885452
1345,,0,,poi,-77.04963633,38.89714878,5.436635865,5.436635865
1346,,0,,poi,-77.0493542,38.89783521,48.8430733,48.8430733
1347,,0,,poi,-77.04906765,38.89702158,0.73404487,0.73404487
1348,,0,,poi,-77.04906734,38.89714793,0.859067689,0.859067689
1349,,0,,poi,-77.0468803,38.8977038,1.825828302,1.825828302
1350,,0,,poi,-77.04854278,38.90131465,28.99167773,28.99167773
1351,,0,,poi,-77.04753285,38.89920335,0.072871673,0.072871673
1352,,0,,poi,-77.04951561,38.89712534,0.316889522,0.316889522
1353,,0,,poi,-77.04426911,38.89999319,72.65558791,72.65558791
1354,,0,,poi,-77.04859959,38.89774609,1.0187503,1.0187503
1355,,0,,poi,-77.04845694,38.89814101,1.075691386,1.075691386
1356,,0,,poi,-77.04647555,38.8981223,0.128198173,0.128198173
1357,,0,,poi,-77.04947772,38.89858674,39.10128231,1.916729525
1358,,0,,poi,-77.04864163,38.89854683,1.882769388,1.882769388
1359,,0,,poi,-77.04688553,38.9004559,0.439921018,0.439921018
1360,,0,,poi,-77.04689561,38.89886698,2.136528575,2.136528575
1361,,0,,poi,-77.04945738,38.89713489,1.307169279,1.307169279
1362,,0,,poi,-77.04827714,38.89855003,1.715659679,1.715659679
1363,,0,,poi,-77.0470301,38.89644102,1.309214422,6.284229225
1364,,0,,poi,-77.0472119,38.89621371,3.870755999,3.870755999
1365,,0,,poi,-77.04688555,38.89756096,0.794699505,0.794699505
1366,,0,,poi,-77.04527653,38.8968992,0.899539992,4.317791962
1367,,0,,poi,-77.04864932,38.89715907,1.120253975,1.120253975
1368,,0,,poi,-77.04578339,38.89860898,8.612958185,8.612958185
1369,,0,,poi,-77.04706257,38.89709487,1.2733706,48.51541987
1370,,0,,poi,-77.04846427,38.89877459,6.249903115,6.249903115
1371,,0,,poi,-77.04618409,38.89814278,0.865256938,0.865256938
1372,,0,,poi,-77.04753853,38.89903541,0.290894679,0.290894679
1373,,0,,poi,-77.0485971,38.89765114,0.862781238,0.862781238
1374,,0,,poi,-77.0485196,38.8968492,13.97160952,13.97160952
1375,,0,,poi,-77.0503878,38.89939636,0.252628977,0.252628977
1376,,0,,poi,-77.05037154,38.89925011,0.800888753,0.800888753
1377,,0,,poi,-77.05061528,38.89689608,15.04482521,15.04482521
1378,,0,,poi,-77.05093588,38.89931742,1.539239187,1.539239187
1379,,0,,poi,-77.051153,38.89886246,0.951637318,4.567859129
1380,,0,,poi,-77.05042282,38.89931016,1.127681073,1.127681073
1381,,0,,poi,-77.05056429,38.89790278,2.477636896,2.477636896
1382,,0,,poi,-77.05119608,38.89850664,0.187184402,0.187184402
1383,,0,,poi,-77.05148379,38.89674236,131.8594632,131.8594632
1384,,0,,poi,-77.0503722,38.89758077,0.064152906,0.307933949
1385,,0,,poi,-77.0514826,38.89716349,31.53422101,31.53422101
1386,,0,,poi,-77.05075281,38.90014605,74.28942034,6.349523106
1387,,0,,poi,-77.05036394,38.89752129,0.117649541,0.564717795
1388,,0,,poi,-77.05115276,38.89807273,6.253616664,6.253616664
1389,,0,,poi,-77.05092297,38.89625645,22.15750956,22.15750956
1390,,0,,poi,-77.05061746,38.89859002,2.008115124,2.008115124
1391,,0,,poi,-77.05039318,38.89763355,0.085142531,0.40868415
1392,,0,,poi,-77.03807558,38.89847701,0.319365222,0.319365222
1393,,0,,poi,-77.05051691,38.89347051,4.992247824,4.992247824
1394,,0,,poi,-77.03399358,38.896606,2.882951942,2.882951942
1395,,0,,poi,-77.03118252,38.89316699,0.2042452,0.2042452
1396,,0,,poi,-77.0509287,38.8936636,0.04208689,0.04208689
1397,,0,,poi,-77.05048293,38.8936662,0.12378497,0.12378497
1398,,0,,poi,-77.03738485,38.89595135,1.480468236,1.480468236
1399,,0,,poi,-77.03071794,38.89317753,0.173298957,0.173298957
1400,,0,,poi,-77.02575518,38.89322643,0.068081733,0.068081733
1401,,0,,poi,-77.03915448,38.89645751,0.08169808,0.08169808
1402,,0,,poi,-77.03796072,38.89258358,1.799833458,1.799833458
1403,,0,,poi,-77.05056323,38.8955948,0.084173779,0.084173779
1404,,0,,poi,-77.0377609,38.8969096,0.096552276,0.096552276
1405,,0,,poi,-77.04579875,38.89388956,45.91555877,45.91555877
1406,,0,,poi,-77.04886195,38.89526097,4.084903997,4.084903997
1407,,0,,poi,-77.03986863,38.89181702,0.633779044,0.633779044
1408,,0,,poi,-77.02785388,38.8936376,0.320603071,0.320603071
1409,,0,,poi,-77.03563274,38.89850192,0.099027976,0.099027976
1410,,0,,poi,-77.03316315,38.8959992,0.403539001,0.403539001
1411,,0,,poi,-77.03918825,38.89727827,0.191866703,0.191866703
1412,,0,,poi,-77.03531256,38.8979386,1.136346021,1.136346021
1413,,0,,poi,-77.03806567,38.89657767,0.782321008,0.782321008
1414,,0,,poi,-77.04653302,38.89310799,0.038373341,0.038373341
1415,,0,,poi,-77.03060655,38.8931752,0.221575096,0.221575096
1416,,0,,poi,-77.03133674,38.89500211,54.1633513,54.1633513
1417,,0,,poi,-77.0511287,38.89351269,6.702956104,6.702956104
1418,,0,,poi,-77.02597709,38.89126328,276.5022001,276.5022001
1419,,0,,poi,-77.04507843,38.89303436,0.037135491,0.037135491
1420,,0,,poi,-77.04818269,38.89362347,0.048276138,0.048276138
1421,,0,,poi,-77.03398848,38.89674603,3.097099939,3.097099939
1422,,0,,poi,-77.03384472,38.89237834,0.28594328,0.28594328
1423,,0,,poi,-77.04579066,38.89304621,65.72239176,65.72239176
1424,,0,,poi,-77.0275778,38.89409546,71.96610563,71.96610563
1425,,0,,poi,-77.04777056,38.89305205,4.882725036,4.882725036
1426,,0,,poi,-77.03477412,38.89655564,0.105217224,0.105217224
1427,,0,,poi,-77.0221501,38.8928834,0.065606034,0.065606034
1428,,0,,poi,-77.03770783,38.8971699,1.076929236,1.076929236
1429,,0,,poi,-77.0353064,38.89723795,0.113882172,0.113882172
1430,,0,,poi,-77.05080218,38.89377337,0.086649479,0.086649479
1431,,0,,poi,-77.03400329,38.89548468,0.127498519,0.127498519
1432,,0,,poi,-77.03927374,38.89238119,0.298321777,0.298321777
1433,,0,,poi,-77.05065046,38.89495539,2.592057263,2.592057263
1434,,0,,poi,-77.04265489,38.89259148,14.90123464,14.90123464
1435,,0,,poi,-77.05063871,38.89524611,3.521682385,3.521682385
1436,,0,,poi,-77.03781098,38.89637676,0.102741525,0.102741525
1437,,0,,poi,-77.01988524,38.89130713,210.8095168,210.8095168
1438,,0,,poi,-77.03063398,38.89408301,311.7561595,311.7561595
1439,,0,,poi,-77.0229528,38.89282791,101.5420484,101.5420484
1440,,0,,poi,-77.03752306,38.89849755,1.060837189,1.060837189
1441,,0,,poi,-77.03499741,38.89659185,0.110168623,0.110168623
1442,,0,,poi,-77.0391847,38.89796663,0.194342402,0.194342402
1443,,0,,poi,-77.04945241,38.89307318,94.42760954,4.628804389
1444,,0,,poi,-77.03799741,38.89559288,0.12378497,0.12378497
1445,,0,,poi,-77.05069487,38.89455108,7.261226317,7.261226317
1446,,0,,poi,-77.03128381,38.89316734,0.177012507,0.177012507
1447,,0,,poi,-77.031661,38.8932155,0.094076577,0.094076577
1448,,0,,poi,-77.0271529,38.8940237,0.679579483,0.679579483
1449,,0,,poi,-77.03480543,38.89485355,5.401976073,5.401976073
1450,,0,,poi,-77.0371472,38.89722415,0.099027976,0.099027976
1451,,0,,poi,-77.03613539,38.89789693,0.085411629,0.085411629
1452,,0,,poi,-77.03594381,38.89726863,0.101503675,0.101503675
1453,,0,,poi,-77.05146167,38.89426365,28.44949956,28.44949956
1454,,0,,poi,-77.03919219,38.8987013,0.159682611,0.159682611
1455,,0,,poi,-77.04421038,38.892941,54.45897133,2.669557418
1456,,0,,poi,-77.05046035,38.89529595,0.4060147,0.4060147
1457,,0,,poi,-77.03500877,38.89845294,0.151017663,0.151017663
1458,,0,,poi,-77.04544075,38.89422317,1.008847502,1.008847502
1459,,0,,poi,-77.051407,38.89501363,16.64784056,16.64784056
1460,,0,,poi,-77.03986894,38.90064798,33.97154706,33.97154706
1461,,0,,poi,-77.04258354,38.90290826,23.15274071,23.15274071
1462,,0,,poi,-77.03821745,38.89962188,1.277460886,1.277460886
1463,,0,,poi,-77.04205448,38.90209108,21.87032843,21.87032843
1464,,0,,poi,-77.03820938,38.89926398,1.377726712,1.377726712
1465,,0,,poi,-77.04095221,38.89964637,15.05596585,15.05596585
1466,,0,,poi,-77.04246531,38.90400379,5.582702129,5.582702129
1467,,0,,poi,-77.04034339,38.90101582,0.284167235,0.284167235
1468,,0,,poi,-77.04040357,38.90390821,0.548367415,0.548367415
1469,,0,,poi,-77.04121023,38.90159613,23.74071932,23.74071932
1470,,0,,poi,-77.04077008,38.90214131,14.6388105,14.6388105
1471,,0,,poi,-77.04270854,38.90398667,7.090403059,7.090403059
1472,,0,,poi,-77.03821022,38.89957029,0.727855621,0.727855621
1473,,0,,poi,-77.03821749,38.9000154,3.140424679,3.140424679
1474,,0,,poi,-77.04130663,38.9018814,12.53446602,12.53446602
1475,,0,,poi,-77.03916149,38.90107179,6.492521656,6.492521656
1476,,0,,poi,-77.0430667,38.90402985,14.2526014,14.2526014
1477,,0,,poi,-77.03980271,38.90215945,12.59512066,12.59512066
1478,,0,,poi,-77.04221978,38.90445831,21.14123496,21.14123496
1479,,0,,poi,-77.03989929,38.90189284,11.2136804,11.2136804
1480,,0,,poi,-77.03987224,38.89971343,15.16118308,15.16118308
1481,,0,,poi,-77.04115506,38.90289665,27.19679567,27.19679567
1482,,0,,poi,-77.04124172,38.90218389,17.95129629,17.95129629
1483,,0,,poi,-77.04084584,38.90102247,22.73806107,22.73806107
1484,,0,,poi,-77.03882643,38.89998509,4.306479092,4.306479092
1485,,0,,poi,-77.04058608,38.90052526,68.19393628,3.342840014
1486,,0,,poi,-77.0413498,38.90082856,38.71993849,38.71993849
1487,,0,,poi,-77.03987204,38.89935103,20.06430572,20.06430572
1488,,0,,poi,-77.04109014,38.90411937,38.97369768,38.97369768
1489,,0,,poi,-77.04089018,38.8999616,14.31449388,14.31449388
1490,,0,,poi,-77.04266617,38.9018533,118.9276474,118.9276474
1491,,0,,poi,-77.0403887,38.89948259,18.17163354,18.17163354
1492,,0,,poi,-77.04206508,38.9041046,25.07388344,25.07388344
1493,,0,,poi,-77.04280572,38.90098368,3.534007063,134.6456691
1494,,0,,poi,-77.04022084,38.90105382,6.722761699,6.722761699
1495,,0,,poi,-77.04133659,38.90441876,15.53748938,15.53748938
1496,,0,,poi,-77.04199862,38.90061028,16.56861818,16.56861818
1497,,0,,poi,-77.03893459,38.90110847,5.919397246,5.919397246
1498,,0,,poi,-77.0382167,38.89983108,1.334401972,1.334401972
1499,,0,,poi,-77.04049132,38.90163983,31.32997581,31.32997581
1500,,0,,poi,-77.0406499,38.90405018,15.0745336,15.0745336
1501,,0,,poi,-77.0382152,38.89919269,1.570831264,1.570831264
1502,,0,,poi,-77.0403273,38.90215882,20.90480567,20.90480567
1503,,0,,poi,-77.03847678,38.90006023,2.377909266,2.377909266
1504,,0,,poi,-77.03820345,38.89990283,1.169767963,1.169767963
1505,,0,,poi,-77.04111314,38.90046316,6.751232242,6.751232242
1506,,0,,poi,-77.04301067,38.90050546,21.06077473,21.06077473
1507,,0,,poi,-77.03821822,38.89968357,1.187097858,1.187097858
1508,,0,,poi,-77.03821,38.89950294,1.804784857,1.804784857
1509,,0,,poi,-77.04221007,38.90107562,4.675358302,4.675358302
1510,,0,,poi,-77.03987045,38.90161138,17.41778307,17.41778307
1511,,0,,poi,-77.03862841,38.89901902,2.146431373,2.146431373
1512,,0,,poi,-77.04292111,38.90341707,32.77578425,32.77578425
1513,,0,,poi,-77.03907065,38.9005876,21.33805306,21.33805306
1514,,0,,poi,-77.0429599,38.90441853,26.82296506,26.82296506
1515,,0,,poi,-77.03820728,38.89941613,1.449521994,1.449521994
1516,,0,,poi,-77.0389351,38.89959461,3.689976124,140.5880903
1517,,0,,poi,-77.03820607,38.89911927,1.428478549,1.428478549
1518,,0,,poi,-77.03907395,38.89912632,13.40467436,13.40467436
1519,,0,,poi,-77.03867846,38.89993296,4.300289844,4.300289844
1520,,0,,poi,-77.03864572,38.9006522,29.19963648,29.19963648
1521,,0,,poi,-77.03822951,38.89975474,1.865439492,1.865439492
1522,,0,,poi,-77.0388044,38.89902594,2.778972568,2.778972568
1523,,0,,poi,-77.04308089,38.90294695,20.73398241,20.73398241
1524,,0,,poi,-77.03821476,38.89933806,1.603015356,1.603015356
1525,,0,,poi,-77.04136336,38.89990193,28.16381462,1.380579148
1526,,0,,poi,-77.04034924,38.89993232,17.11079635,17.11079635
1527,,0,,poi,-77.04209735,38.90323361,46.4094608,46.4094608
1528,,0,,poi,-77.04079224,38.90335651,85.67900456,85.67900456
1529,,0,,poi,-77.04242854,38.90052397,29.45091997,29.45091997
1530,,0,,poi,-77.04047632,38.90103353,8.367863945,8.367863945
1531,,0,,poi,-77.0383669,38.89904261,9.60942719,9.60942719
1532,,0,,poi,-77.03983649,38.90181347,0.399825452,0.399825452
1533,,0,,poi,-77.04023438,38.90289036,26.75612118,26.75612118
1534,,0,,poi,-77.05067125,38.90356278,0.802126603,0.802126603
1535,,0,,poi,-77.04977697,38.90339395,15.98063958,15.98063958
1536,,0,,poi,-77.05063607,38.90312407,0.993993306,0.993993306
1537,,0,,poi,-77.05110497,38.90324402,12.27699328,12.27699328
1538,,0,,poi,-77.05103608,38.90359167,0.73404487,0.73404487
1539,,0,,poi,-77.05093214,38.90308546,0.912295226,0.912295226
1540,,0,,poi,-77.05120257,38.90351618,0.777369609,0.777369609
1541,,0,,poi,-77.05121249,38.90359552,0.77365606,0.77365606
1542,,0,,poi,-77.04863338,38.904433,0.929625122,0.929625122
1543,,0,,poi,-77.0503806,38.90347713,0.737758419,0.737758419
1544,,0,,poi,-77.05076939,38.90301341,1.34430477,1.34430477
1545,,0,,poi,-77.05053798,38.90328612,13.07788204,13.07788204
1546,,0,,poi,-77.05112231,38.90359445,0.591692155,0.591692155
1547,,0,,poi,-77.05069682,38.90308172,0.659773888,0.659773888
1548,,0,,poi,-77.05088569,38.90306441,0.949430717,0.949430717
1549,,0,,poi,-77.05011321,38.90252461,0.231477893,0.231477893
1550,,0,,poi,-77.05038096,38.90344465,0.673390235,0.673390235
1551,,0,,poi,-77.05053705,38.90356645,0.77365606,0.77365606
1552,,0,,poi,-77.05083177,38.9030417,0.918484474,0.918484474
1553,,0,,poi,-77.05047192,38.90356056,0.24385639,0.24385639
1554,,0,,poi,-77.05089983,38.90356427,0.845451342,0.845451342
1555,,0,,poi,-77.0506135,38.90356229,0.792223805,0.792223805
1556,,0,,poi,-77.05047211,38.90359775,0.373830608,0.373830608
1557,,0,,poi,-77.05084548,38.90356163,0.741471968,0.741471968
1558,,0,,poi,-77.05037561,38.90354052,0.657298189,0.657298189
1559,,0,,poi,-77.05036359,38.90358873,1.102924079,1.102924079
1560,,0,,poi,-77.05073088,38.90356352,0.844213493,0.844213493
1561,,0,,poi,-77.05040009,38.90351298,0.818218649,0.818218649
1562,,0,,poi,-77.05116225,38.90345812,1.356683267,1.356683267
1563,,0,,poi,-77.0509518,38.90356179,0.685768732,0.685768732
1564,,0,,poi,-77.04803784,38.90290809,17.59854142,1.504148839
1565,,0,,poi,-77.04855965,38.89888165,3709.779836,317.0751996
1566,,0,,poi,-77.04617416,38.90239696,122.7024108,10.48738554
1567,,0,,poi,-77.04780546,38.90440613,15.32410562,1.309752617
1568,,0,,poi,-77.04402155,38.90073048,8.159905196,8.159905196
1569,,0,,poi,-77.04530829,38.90165419,25.29422069,25.29422069
1570,,0,,poi,-77.04450483,38.90454937,19.63477188,19.63477188
1571,,0,,poi,-77.0471187,38.90412571,3.737875526,142.4130575
1572,,0,,poi,-77.04929141,38.90288289,0.990279757,0.990279757
1573,,0,,poi,-77.04904234,38.90288064,0.928387272,0.928387272
1574,,0,,poi,-77.04471584,38.9011626,1.533695773,1.533695773
1575,,0,,poi,-77.0456501,38.9040133,8.479270418,8.479270418
1576,,0,,poi,-77.04810256,38.90396737,1.653444277,7.936532527
1577,,0,,poi,-77.04574368,38.90156527,3.029018206,3.029018206
